series_id,timestamp,target
manila,2026-08-26T00:00:00,29.0
manila,2026-08-26T01:00:00,29.8
manila,2026-08-26T02:00:00,30.7
manila,2026-08-26T03:00:00,30.4
manila,2026-08-26T04:00:00,30.5
manila,2026-08-26T05:00:00,29.9
manila,2026-08-26T06:00:00,31.7
manila,2026-08-26T07:00:00,30.6
manila,2026-08-26T08:00:00,29.5
manila,2026-08-26T09:00:00,29.0
manila,2026-08-26T10:00:00,28.4
manila,2026-08-26T11:00:00,27.5
manila,2026-08-26T12:00:00,28.6
manila,2026-08-26T13:00:00,28.0
manila,2026-08-26T14:00:00,28.0
manila,2026-08-26T15:00:00,27.6
manila,2026-08-26T16:00:00,27.5
manila,2026-08-26T17:00:00,27.5
manila,2026-08-26T18:00:00,27.8
manila,2026-08-26T19:00:00,27.4
manila,2026-08-26T20:00:00,27.1
manila,2026-08-26T21:00:00,27.3
manila,2026-08-26T22:00:00,27.2
manila,2026-08-26T23:00:00,27.4
manila,2026-08-27T00:00:00,28.2
manila,2026-08-27T01:00:00,28.8
manila,2026-08-27T02:00:00,29.2
manila,2026-08-27T03:00:00,29.7
manila,2026-08-27T04:00:00,29.2
manila,2026-08-27T05:00:00,29.3
manila,2026-08-27T06:00:00,30.3
manila,2026-08-27T07:00:00,29.8
manila,2026-08-27T08:00:00,28.9
manila,2026-08-27T09:00:00,28.8
manila,2026-08-27T10:00:00,28.3
manila,2026-08-27T11:00:00,27.8
manila,2026-08-27T12:00:00,27.0
manila,2026-08-27T13:00:00,27.0
manila,2026-08-27T14:00:00,26.7
manila,2026-08-27T15:00:00,26.6
manila,2026-08-27T16:00:00,26.1
manila,2026-08-27T17:00:00,26.4
manila,2026-08-27T18:00:00,27.0
manila,2026-08-27T19:00:00,26.7
manila,2026-08-27T20:00:00,26.3
manila,2026-08-27T21:00:00,26.4
manila,2026-08-27T22:00:00,26.3
manila,2026-08-27T23:00:00,26.5
manila,2026-08-28T00:00:00,25.5
manila,2026-08-28T01:00:00,25.9
manila,2026-08-28T02:00:00,25.8
manila,2026-08-28T03:00:00,26.4
manila,2026-08-28T04:00:00,26.1
manila,2026-08-28T05:00:00,26.5
manila,2026-08-28T06:00:00,26.3
manila,2026-08-28T07:00:00,26.0
manila,2026-08-28T08:00:00,25.9
manila,2026-08-28T09:00:00,26.0
manila,2026-08-28T10:00:00,25.8
manila,2026-08-28T11:00:00,25.8
manila,2026-08-28T12:00:00,25.5
manila,2026-08-28T13:00:00,25.1
manila,2026-08-28T14:00:00,25.7
manila,2026-08-28T15:00:00,25.9
manila,2026-08-28T16:00:00,25.7
manila,2026-08-28T17:00:00,25.7
manila,2026-08-28T18:00:00,25.6
manila,2026-08-28T19:00:00,25.8
manila,2026-08-28T20:00:00,25.8
manila,2026-08-28T21:00:00,25.6
manila,2026-08-28T22:00:00,25.5
manila,2026-08-28T23:00:00,26.0
manila,2026-08-29T00:00:00,25.7
manila,2026-08-29T01:00:00,25.6
manila,2026-08-29T02:00:00,25.7
manila,2026-08-29T03:00:00,26.2
manila,2026-08-29T04:00:00,26.1
manila,2026-08-29T05:00:00,27.0
manila,2026-08-29T06:00:00,26.3
manila,2026-08-29T07:00:00,26.6
manila,2026-08-29T08:00:00,25.6
manila,2026-08-29T09:00:00,26.1
manila,2026-08-29T10:00:00,26.0
manila,2026-08-29T11:00:00,26.6
manila,2026-08-29T12:00:00,26.6
manila,2026-08-29T13:00:00,26.9
manila,2026-08-29T14:00:00,27.3
manila,2026-08-29T15:00:00,27.5
manila,2026-08-29T16:00:00,27.2
manila,2026-08-29T17:00:00,27.2
manila,2026-08-29T18:00:00,27.7
manila,2026-08-29T19:00:00,27.4
manila,2026-08-29T20:00:00,26.9
manila,2026-08-29T21:00:00,26.7
manila,2026-08-29T22:00:00,26.1
manila,2026-08-29T23:00:00,26.4
manila,2026-08-30T00:00:00,27.0
manila,2026-08-30T01:00:00,27.1
manila,2026-08-30T02:00:00,27.9
manila,2026-08-30T03:00:00,28.5
manila,2026-08-30T04:00:00,28.5
manila,2026-08-30T05:00:00,28.5
manila,2026-08-30T06:00:00,27.1
manila,2026-08-30T07:00:00,28.0
manila,2026-08-30T08:00:00,27.5
manila,2026-08-30T09:00:00,27.6
manila,2026-08-30T10:00:00,27.2
manila,2026-08-30T11:00:00,26.8
manila,2026-08-30T12:00:00,27.9
manila,2026-08-30T13:00:00,28.1
manila,2026-08-30T14:00:00,27.2
manila,2026-08-30T15:00:00,26.4
manila,2026-08-30T16:00:00,27.8
manila,2026-08-30T17:00:00,27.2
manila,2026-08-30T18:00:00,27.8
manila,2026-08-30T19:00:00,27.4
manila,2026-08-30T20:00:00,27.8
manila,2026-08-30T21:00:00,27.1
manila,2026-08-30T22:00:00,25.8
manila,2026-08-30T23:00:00,26.7
manila,2026-08-31T00:00:00,28.4
manila,2026-08-31T01:00:00,28.9
manila,2026-08-31T02:00:00,29.2
manila,2026-08-31T03:00:00,29.4
manila,2026-08-31T04:00:00,29.7
manila,2026-08-31T05:00:00,30.6
manila,2026-08-31T06:00:00,31.0
manila,2026-08-31T07:00:00,30.7
manila,2026-08-31T08:00:00,30.3
manila,2026-08-31T09:00:00,29.7
manila,2026-08-31T10:00:00,29.2
manila,2026-08-31T11:00:00,29.1
manila,2026-08-31T12:00:00,29.1
manila,2026-08-31T13:00:00,29.0
manila,2026-08-31T14:00:00,28.9
manila,2026-08-31T15:00:00,29.0
manila,2026-08-31T16:00:00,28.9
manila,2026-08-31T17:00:00,28.7
manila,2026-08-31T18:00:00,28.5
manila,2026-08-31T19:00:00,28.3
manila,2026-08-31T20:00:00,27.7
manila,2026-08-31T21:00:00,27.8
manila,2026-08-31T22:00:00,27.6
manila,2026-08-31T23:00:00,27.9
manila,2026-09-01T00:00:00,28.5
manila,2026-09-01T01:00:00,29.7
manila,2026-09-01T02:00:00,29.7
manila,2026-09-01T03:00:00,29.9
manila,2026-09-01T04:00:00,30.1
manila,2026-09-01T05:00:00,30.0
manila,2026-09-01T06:00:00,30.6
manila,2026-09-01T07:00:00,30.4
manila,2026-09-01T08:00:00,30.1
manila,2026-09-01T09:00:00,29.5
manila,2026-09-01T10:00:00,29.1
manila,2026-09-01T11:00:00,28.8
manila,2026-09-01T12:00:00,26.8
manila,2026-09-01T13:00:00,27.8
manila,2026-09-01T14:00:00,28.3
manila,2026-09-01T15:00:00,28.7
manila,2026-09-01T16:00:00,28.1
manila,2026-09-01T17:00:00,27.6
manila,2026-09-01T18:00:00,28.3
manila,2026-09-01T19:00:00,27.7
manila,2026-09-01T20:00:00,27.4
manila,2026-09-01T21:00:00,27.6
manila,2026-09-01T22:00:00,27.5
manila,2026-09-01T23:00:00,27.9
manila,2026-09-02T00:00:00,29.1
manila,2026-09-02T01:00:00,29.5
manila,2026-09-02T02:00:00,30.3
manila,2026-09-02T03:00:00,29.8
manila,2026-09-02T04:00:00,29.5
manila,2026-09-02T05:00:00,29.1
manila,2026-09-02T06:00:00,29.6
manila,2026-09-02T07:00:00,29.6
manila,2026-09-02T08:00:00,28.7
manila,2026-09-02T09:00:00,28.1
manila,2026-09-02T10:00:00,27.5
manila,2026-09-02T11:00:00,28.0
manila,2026-09-02T12:00:00,28.7
